AMAZON,MICROSOFT,FDX,Netflix
16.55949974,40.22910309,137.9593048,68.0785675
16.19449997,39.83283997,138.2015381,65.39286041
16.38800049,40.28078079,138.7577667,65.27285767
16.20000076,40.07404709,143.2885284,64.9328537
16.25,40.21187592,142.5887299,65.57286072
16.56599998,40.93547821,142.0504456,65.36000061
16.22500038,40.5392189,141.6287384,63.25428772
16.18149948,40.10850525,141.754364,63.41428757
16.41049957,40.55646133,142.9296722,64.36571503
16.0965004,39.66056824,141.0007782,63.35571289
16.16049957,39.97928238,143.3513489,64.10713959
16.0909996,40.00513077,145.5045013,64.22285461
16.12199974,39.93621445,144.8496094,64.45428467
15.87300014,39.53995132,141.8799744,62.68571472
15.9204998,39.4193573,142.6784363,64.2828598
16.13699913,39.70362473,146.006958,65.6485672
16.11000061,39.70362473,142.8668518,66.21142578
15.84899998,39.22121811,140.0138245,65.17857361
16.13500023,40.29801941,143.7730103,66.69428253
15.76850033,39.49687576,140.4175568,65.94571686
15.56949997,37.92905807,138.8385925,64.58285522
15.32250023,37.60171127,135.7073364,62.65428543
15.41549969,37.67063904,137.914444,64.16000366
15.29850006,37.23130035,138.0041199,64.08428955
15.14299965,36.81781387,136.3084564,51.67142868
15.18200016,37.58449173,140.0676575,51.01285553
15.31050014,37.97212982,139.8433533,51.31714249
15.76650047,38.66129303,143.4410248,52.2842865
15.64850044,38.23056793,142.1760254,53.52142715
15.6590004,38.78189468,145.791626,54.72000122
14.35299969,39.7380867,147.0297241,55.00285721
14.49849987,39.54855347,148.2319946,54.20000076
14.77950001,40.0481987,150.9055481,55.17428589
14.70600033,40.16017914,148.7254791,54.01428604
14.95349979,39.66915894,148.2948303,54.14428711
15.27299976,40.44446945,150.1878357,56.11000061
15.28600025,40.86656952,150.0083923,55.48714447
15.14050007,40.97854233,149.7930603,54.68285751
14.82600021,41.22835922,152.0001068,54.34000015
14.83199978,41.95197296,154.0457458,54.75714111
14.99300003,41.93474197,153.6150513,54.88000107
15.25549984,42.11565399,154.081604,55.32428741
15.60050011,42.09841537,154.6199188,54.65000153
15.57549953,42.02089691,154.1354218,54.83714294
15.82400036,42.73588562,153.9290771,54.20142746
16.39100075,42.71003342,153.9201355,55.14857101
16.15250015,42.60666275,153.7047424,54.44857025
16.24650002,42.25126266,154.3148499,54.43285751
16.32699966,41.80046844,154.027771,51.87142944
16.52700043,42.21657181,154.7634583,52.59143066
16.63150024,41.5924263,156.5219269,51.46857071
16.78199959,41.25434494,157.4819031,50.92428589
16.75200081,41.15032196,156.8808136,49.85571289
16.67849922,41.39304733,157.0782013,50.16571426
16.93199921,41.44504929,159.8594513,49.51285553
16.29999924,42.14722824,159.4287567,48.83000183
16.31550026,42.00852585,161.8422089,50.33000183
15.82499981,41.6791153,161.5281677,50.73143005
15.8465004,42.33793259,161.6537476,50.08571243
15.63150024,41.97383118,163.3135834,50.13142776
15.33199978,41.34970474,162.8649597,48.49714279
15.625,41.25434494,160.3888092,49.11142731
15.29199982,40.65620804,158.4936218,47.75999832
15.36800003,40.89025497,158.8708344,47.80428696
15.36600018,40.69955826,157.8918304,47.78285599
15.30350018,40.45682144,158.322937,46.72000122
14.75300026,39.14785385,156.5176086,45.20571518
14.94400024,39.65063858,150.6973114,47.66428757
14.88650036,41.19366455,156.6254272,47.77428436
14.99499989,41.31502533,156.4816895,48.58856964
15.32699966,41.5924263,158.8618927,48.09714127
15.31449986,41.99985504,158.9247742,48.06142807
15.15149975,41.73111725,158.4576874,48.87142944
15.4545002,41.50574112,157.9905701,48.57857132
15.60200024,41.13298416,157.6493073,48.84714127
15.51500034,40.76023483,157.1822815,49.03285599
15.51749992,40.26611328,155.9786835,48.80142975
15.42599964,40.53484344,154.8918762,49.84857178
15.10949993,40.1620903,152.5117035,47.31142807
14.76449966,39.57260895,152.5027008,46.50143051
14.92099953,40.07539749,153.6254578,46.74285889
15.02299976,41.25434494,157.2182159,47.77999878
14.8465004,40.90759659,155.0805359,47.04142761
14.57050037,40.39613724,154.9996948,45.54714203
14.73700047,40.18810272,154.0386047,46.25571442
14.66349983,39.84134293,155.1613617,46.31999969
14.34749985,39.42525101,156.1493378,46.25143051
14.5369997,40.08407974,158.7630768,48.19142914
14.47200012,40.21410751,160.8917542,49.82857132
14.86250019,39.80666351,160.4965363,58.46857071
15.51599979,40.85559464,162.9306183,61.20571518
15.61950016,40.89893723,158.0894012,62.49428558
15.4829998,40.75156021,158.673233,63.79428482
15.33749962,36.98067856,156.1762695,64.88143158
15.19550037,35.70638657,153.9936981,63.20857239
15.58899975,36.41720963,155.2870636,63.40000153
17.72649956,35.02155304,151.8919525,63.11428452
18.2234993,35.78439713,153.8141022,63.00999832
18.17749977,36.06179428,155.3589172,65.27428436
18.23749924,36.26985931,154.5595398,64.1014328
18.69449997,36.79863739,155.7182159,64.12999725
18.7140007,36.76395798,155.6103821,63.47999954
18.52799988,36.72062683,154.1643372,63.29571533
18.64999962,36.92866898,155.6553497,64.84999847
18.75699997,36.73796082,156.2122498,64.98428345
18.85849953,37.35343552,158.3499146,65.24714661
19.09149933,38.02960205,158.5025787,66.58571625
18.77149963,38.04705429,161.259964,67.137146
18.6685009,38.00339508,161.4756012,67.86571503
18.95000076,37.97720337,160.4605713,67.80000305
19.18300056,38.29150009,160.3258972,68.31428528
19.00699997,38.54469299,160.1462555,67.40571594
18.92950058,38.4922905,159.6971741,67.83999634
19.26849937,38.40499496,157.7570953,68.33285522
19.23999977,38.46610641,156.8229828,69.00428772
19.00799942,38.28277588,158.9605865,67.84428406
19.28300095,38.30896759,158.7990265,68.60713959
19.23049927,37.78513718,158.2151947,67.81571198
19.13599968,37.59306335,156.8409729,67.11000061
19.39150047,37.63672256,157.0205688,66.80714417
19.00449944,36.98194122,155.5565186,64.87428284
18.9279995,37.40972519,155.4846191,63.66143036
18.47550011,36.69384384,152.8678741,62.15142822
18.31850052,36.65018463,154.2706757,62.88428497
18.71199989,35.81205368,156.0871735,64.04571533
18.52899933,36.12637329,155.853302,62.62857056
18.66749954,36.2835083,159.4501953,60.28142929
18.59600067,36.40573883,158.0024414,59.7885704
18.75699997,37.10416794,155.8352814,60.44571304
18.66200066,36.92082977,156.3298798,60.74428558
18.92449951,37.43591309,154.7022705,61.18571472
18.75550079,37.41846085,153.4434052,60.7142868
18.7045002,37.45339203,152.1124878,62.61142731
18.54800034,36.19620895,148.7583466,60.25
18.36750031,35.97794724,148.8123474,59.75143051
18.52799988,35.76841354,148.0030518,59.25285721
18.72949982,35.75968552,149.945343,60.36714172
18.60499954,35.49777222,148.776413,59.52714157
18.51300049,35.55016708,149.4867706,59.01714325
18.61249924,35.17476273,149.4687805,59.15428543
18.85199928,36.27478027,149.8734283,60.33000183
18.72050095,36.2573204,153.9109802,60.49428558
19.05999947,36.16128159,154.5224609,63.04999924
19.17700005,36.21366119,155.4935608,62.7857132
19.13249969,36.42320633,156.7974701,64.93856812
19.11800003,36.45811844,155.6824188,67.81143188
19.25550079,36.36209106,154.2167206,68.387146
19.17250061,36.89464188,152.4362488,67.92285919
19.30200005,36.80732727,152.1844635,80.29285431
18.77799988,36.33588791,151.069397,81.65000153
19.47550011,37.46212387,152.0226135,81.05571747
19.55900002,37.22639084,152.786911,80.06285858
19.48999977,37.53195572,152.8768311,79.66857147
19.49950027,37.8375206,152.95784,79.86571503
22.25499916,41.7923851,152.8229065,79.77143097
21.9279995,41.9320755,151.9956207,80.86856842
21.46549988,42.91861725,153.9829102,80.43714142
21.46850014,42.83129501,152.4812469,80.40714264
21.0890007,42.46463776,152.4812469,79.5
21.14349937,42.48208237,154.4235535,79.57571411
21.15200043,42.11540985,154.963028,79.27143097
21.05949974,41.55667496,152.696991,80.79285431
20.95499992,40.40424728,152.472229,80.07714081
21.34399986,40.77092743,154.4324951,80.7485733
21.68449974,41.6876297,155.8802643,82.08571625
21.64249992,41.35586929,156.6446075,84.27857208
21.5510006,41.33839798,155.9432068,83.37714386
21.34350014,41.58286667,154.603363,82.87285614
21.61400032,42.53447723,155.9701843,83.83571625
21.29999924,42.16779327,157.4898682,87.60713959
21.26199913,41.91461182,159.3242798,88.26714325
21.08550072,41.80916595,160.0436859,88.068573
21.19300079,41.80916595,159.6300354,88.79000092
21.5814991,41.66857529,158.7577362,89.00285339
21.38150024,41.21164703,157.5258484,88.83856964
21.27350044,40.93924332,156.5636597,87.99285889
21.57099915,41.83553314,158.8566742,89.85713959
21.32850075,41.69493866,157.4538879,89.50714111
21.46150017,41.17650223,155.7634125,89.15142822
21.54599953,41.5016098,157.6966858,89.00285339
21.54949951,41.22921371,158.0114136,89.12999725
21.8295002,41.16771317,161.788147,88.80857086
21.53899956,40.73714447,161.5273743,89.34857178
21.34749985,40.54381561,163.8743286,90.45999908
21.17499924,40.18354416,161.7612,89.60428619
21.27400017,40.1132431,162.1928101,92.44999695
21.53849983,40.95681763,163.9462738,95.87142944
21.64850044,40.80743408,166.3381805,95.09428406
21.49600029,40.3944397,165.1242981,94.41857147
21.18350029,39.96385956,164.2520447,93.431427
21.36300087,40.27142334,163.9998932,95.27285767
21.39049911,40.3944397,159.1374664,94.27143097
21.96949959,41.05347061,160.6322174,94.74285889
21.74600029,40.50866699,158.4261475,93.87142944
21.81450081,40.62290192,158.7322083,96.41428375
22.29949951,40.34170532,157.8227692,97.31285858
22.04199982,40.10446548,156.1569366,96.94428253
22.00499916,40.1132431,155.5986023,94.89142609
21.90500069,39.7705574,156.3730469,93.08856964
21.49300003,38.98849869,153.9958344,92.23143005
21.7045002,38.79517365,153.437561,93.84857178
21.86949921,39.05880737,152.9062805,93.63571167
21.88549995,39.01485443,154.0948792,94.04428864
21.80200005,39.006073,151.9517365,94.57142639
21.83600044,38.92699051,153.3835297,94.09143066
21.48500061,38.87425995,150.3669739,93.50714111
21.71949959,39.12030792,151.0153198,95.72714233
22.17550087,39.1993866,151.6906738,97.22856903
22.7784996,40.01659393,153.950882,101.0871429
23.2784996,40.08689499,154.1939392,100.3714294
23.05949974,40.20989609,152.2940063,98.12999725
23.77400017,41.00075531,152.6181335,115.8099976
24.15049934,40.96560287,153.2844696,114.7699966
24.40500069,41.22921371,153.26651,110.5500031
24.39999962,41.54555511,153.581604,112.5100021
24.41349983,40.01659393,151.7266541,111.5
24.10899925,40.5174675,150.2499542,110.0999985
26.47100067,40.36808014,147.7736969,109.3399963
26.57049942,39.84963608,148.3409729,106.4300003
26.30150032,39.84084702,152.5640869,106.9000015
26.45000076,40.67563629,154.7791901,107.0800018
26.83799934,41.19405365,154.2209625,111.5599976
26.80750084,41.03589249,154.3560028,114.3099976
26.75149918,41.13256073,153.8067017,112.5599976
26.59499931,41.77402115,153.1584015,121.1500015
26.85050011,41.80916595,154.2389526,123.7099991
26.47299957,40.96560287,152.7171478,126.4499969
26.13100052,41.07106018,150.3669739,123.5199966
26.20000076,41.5894928,152.5370789,123.0299988
26.37299919,40.78107071,151.6636658,122.7399979
26.2954998,41.07106018,148.8542328,120.5100021
26.4829998,41.06226349,147.3144684,123.7300034
26.57600021,41.29950333,148.4040222,123.3899994
26.76099968,41.58069229,148.548111,125.3600006
26.75099945,41.81066895,149.1694183,124.0500031
26.64599991,41.22689819,148.5300446,122.0599976
25.78899956,40.38661194,144.4779968,112.4899979
24.7234993,38.09574509,140.4979858,103.9599991
23.1685009,36.86627579,133.6005096,96.87999725
23.31850052,35.79602432,130.6199951,101.5199966
25.03849983,37.77732849,133.6545563,110.1299973
25.9185009,38.82988739,137.8056335,117.6600037
25.90049934,38.85641861,137.319397,117.6299973
25.64450073,38.49376678,135.6175385,115.0299988
24.82699966,36.9901123,133.2943573,105.7900009
25.52750015,38.35225296,135.8066101,105.4400024
25.23600006,38.47607803,136.1578217,101.0599976
24.95000076,37.68887329,133.8166351,98.79000092
25.87700081,38.82103729,138.2633514,94.94999695
25.84449959,38.09574509,136.7029572,99.18000031
26.11199951,38.29033279,134.90802,99.48000336
26.47200012,38.45838928,136.27005,97.51000214
26.06900024,38.06921387,135.5033264,95.69000244
26.11849976,38.9006424,138.9037476,99.16000366
26.36949921,39.18368149,134.9621735,104.0800018
26.94350052,39.1394577,134.8358612,104.2099991
27.01300049,38.45838928,131.0566559,102.6200027
27.41950035,39.01563644,131.6970215,100.3000031
26.92000008,38.82988739,129.8569641,98.47000122
26.80349922,38.80334473,129.5683289,98.06999969
26.6875,38.83872604,128.4769897,103.7600021
26.21249962,38.86527252,130.2899323,102.2399979
25.20299911,38.29033279,126.9435883,99.47000122
24.80349922,38.42299652,128.0169525,98.34999847
25.59449959,39.1483078,129.8660126,103.2600021
26.0359993,39.45788574,130.5244293,105.9800034
26.62700081,40.30701828,131.2550354,106.1100006
27.18400002,41.24459076,135.2237701,111.25
26.87400055,41.35072708,136.6578522,108.3300018
27.09700012,41.39496231,137.9747314,108.0999985
26.65800095,41.96988297,140.3018036,114.9300003
26.98999977,41.66914368,140.1034241,113.3300018
27.5095005,41.57185745,139.2825623,113.4499969
27.44499969,41.47455597,136.6307831,109.7300034
27.24150085,41.28881073,135.954361,110.2300034
28.12199974,41.58069611,137.1990356,101.0899963
28.53800011,42.02295685,137.5328064,98.98999786
28.65749931,42.12025833,137.4425507,101.6900024
28.04400063,42.25292969,138.9037476,98.98999786
27.78849983,41.74876785,140.6896973,97.95999908
28.19549942,42.4828949,144.0630646,97.31999969
29.95149994,46.76390839,143.8826752,100.0400009
30.43050003,47.98454666,142.3943634,103.0400009
30.55050087,47.48921204,140.6806641,103.0699997
30.85499954,47.74571609,140.0492859,105.8000031
31.32749939,47.19732666,141.059494,105.1200027
31.29500008,46.56048203,140.7528229,108.3799973
31.41749954,47.09119415,143.3685455,107.6399994
31.26549911,47.89609909,143.5218506,109.7399979
32.04750061,48.11721039,143.4135742,114.0500031
32.78250122,48.09953308,144.5591583,113.5
32.96849823,48.57714844,146.4622803,114.0599976
32.7745018,47.90494156,144.8117218,109.8600006
32.98400116,47.32999802,145.6685333,112.6999969
33.66249847,47.45383835,145.2446136,112.8600006
33.27999878,47.16193771,143.2241669,108.9199982
32.11750031,46.73737335,142.6108551,103.6500015
32.39049911,47.55997467,145.4611359,111.3499985
32.16500092,47.16816711,145.5874023,117.0999985
33.17699814,47.95178223,146.8501282,120.6299973
33.06349945,48.03191376,147.337204,120.2200012
33.42250061,48.25453568,148.0497894,123.8399963
33.94950104,48.25453568,147.418396,125.0299988
33.55749893,48.30797577,147.1928711,123.3099976
33.76699829,47.8093071,146.4803467,124.1600037
33.6629982,48.02302551,148.0046692,125.4400024
33.24000168,48.39701843,142.9987335,123.3300018
33.95299911,49.17172241,144.7214508,125.3700027
33.80049896,49.16282272,142.3943634,128.9299927
33.3125,48.26345062,138.5700226,126.8099976
33.63199997,49.78614426,140.2296448,130.9299927
33.49150085,49.69709396,137.6139221,125.3600006
33.86650085,49.67929459,133.8437347,126.9800034
33.23949814,48.958004,132.6350403,124.1999969
33.11600113,49.21625519,134.1620178,122.9100037
32.00749969,48.13877487,130.3401031,118.9100037
32.89550018,49.10049057,129.825119,120.6699982
32.93199921,49.15391159,130.728653,118.5999985
33.78850174,49.98205566,134.4691925,122.6399994
33.53250122,49.59915161,137.1887665,122.5100021
33.20700073,48.20111084,132.9512787,118.0199966
33.2254982,48.82444763,131.6863403,116.6299973
33.15750122,49.28747177,134.0897217,116.2399979
33.18500137,49.70600891,136.1767731,118.1600037
33.13949966,49.57243347,135.2100525,117.3300018
33.75999832,49.8217659,134.0897217,117.1100006
34.69850159,50.3560524,134.8396454,119.1200027
34.45349884,50.14233017,134.7854004,116.7099991
33.79449844,49.40325165,134.6137238,114.3799973
31.84950066,48.79772568,129.59021,109.9599991
31.68950081,49.02033615,130.6925049,107.6600037
31.63249969,48.12988281,127.1868973,117.6800003
30.39699936,46.45579147,121.6032333,114.5599976
30.35250092,46.59827042,121.7116699,111.3899994
30.88699913,46.57155991,120.1395111,114.9700012
30.89450073,46.99898148,121.7116699,116.5800018
29.09049988,45.98384094,117.7181091,106.5599976
29.64999962,47.29283905,118.9920731,107.0599976
28.50900078,45.40504074,114.6733093,104.0400009
28.72400093,45.02212906,114.9262924,107.8899994
28.58849907,45.22694778,111.2941742,107.7399979
28.75099945,44.95089722,111.6465607,102.3499985
29.81900024,46.56264114,115.2515488,100.7200012
29.82649994,46.11741638,113.8782272,99.12000275
30.0625,46.45579147,114.9985657,97.83000183
29.16749954,45.60984039,115.8749924,91.15000153
31.76749992,46.35783386,115.8478622,94.41000366
29.35000038,49.05596924,120.0582428,91.83999634
28.7404995,48.71757889,119.5432053,94.08999634
27.60499954,47.19488907,117.5916214,91.48999786
26.55349922,46.4468956,118.3415222,90.73999786
26.81299973,46.30441284,121.259903,89.70999908
25.10650063,44.6659584,119.1818314,82.79000092
24.40500069,43.99808884,117.7542725,83.31999969
24.10350037,43.88234329,117.2483368,86.12999725
24.52400017,44.26524353,115.3238297,88.44999695
25.19099998,44.24742889,112.4145203,86.34999847
25.35400009,44.96870804,116.1912003,87.40000153
26.05500031,45.82073212,119.3625641,89.05000305
26.70499992,47.01355743,120.2479706,94.76000214
26.25,46.80727768,118.6577835,90.48999786
26.74500084,46.47544479,117.2392502,89.23000336
27.97500038,47.21983719,122.3260422,91.93000031
27.64699936,45.90143585,120.8984909,89.12000275
27.70199966,46.06288147,120.6093674,91.61000061
27.75749969,46.7265625,122.8591003,94.52999878
27.7614994,46.00906754,124.1239929,94.79000092
27.62599945,45.63238144,123.6722488,93.41000366
28.95199966,47.15706253,127.73806,98.30000305
29.01049995,47.4888916,128.5422058,97.61000061
28.87450027,46.95078659,129.978775,97.93000031
28.75699997,46.66378403,130.023941,101.5800018
28.13999939,45.76691055,131.0810699,95.48999786
28.01300049,46.32297134,128.7770996,96.23000336
27.9734993,47.39023972,128.2801819,98
27.94650078,46.68172073,128.1715393,97.36000061
28.48049927,47.59651947,130.7149048,97.66000366
28.6685009,47.686203,130.1899414,98.12999725
28.85099983,48.06288147,129.492981,97.86000061
28.71349907,48.74449921,130.5791168,99.34999847
27.97200012,49.02253342,146.0291901,99.72000122
27.60400009,47.97320175,148.1742706,101.1200027
27.6989994,48.30502701,148.9255371,101.0599976
28.02400017,48.49338531,147.9118042,99.83999634
28.48150063,48.40370178,147.1968231,99.58999634
29.14749908,48.6189537,147.21492,98.36000061
28.99349976,48.01805115,146.7985382,101.2099991
29.69300079,49.06736755,147.5226288,104.1299973
29.93449974,49.37230301,146.2373962,102.1900024
29.68199921,49.53375244,147.2782593,102.2300034
29.92499924,49.83866882,148.138092,105.6999969
29.65950012,49.71311188,148.2557526,104.3499985
29.30699921,48.93284225,146.5722656,104.9400024
30.10400009,49.43508148,147.3234711,104.8300018
29.57150078,48.84316254,145.974884,104.4499969
29.72999954,48.80727768,147.9118042,103.8099976
29.79649925,48.70863342,147.5769653,102.6800003
30.15850067,49.01356888,149.4414368,106.9800034
30.74099922,49.64137268,151.3511963,109.6500015
31.03750038,49.65033722,149.9754333,110.4199982
31.29450035,49.91042709,150.1564789,111.5100021
31.76749992,50.63687897,151.2698059,108.4000015
31.39500046,50.57410049,152.3015594,94.33999634
31.64949989,49.85661697,151.5141144,96.76999664
31.54999924,50.02701187,149.8577728,94.98000336
31.02499962,46.43956757,150.5366211,95.90000153
31.30999947,46.73553085,149.8487549,93.55999756
30.84399986,46.13463211,151.2516327,92.43000031
30.32850075,45.68619537,151.6589355,91.04000092
30.10000038,44.75346375,149.93927,90.27999878
32.97949982,44.72655106,149.4414368,90.02999878
34.19250107,45.39023209,151.6860962,93.11000061
33.56600189,44.64583206,149.1517792,91.54000092
33.54499817,44.72655106,149.568161,90.79000092
32.95449829,44.78932571,145.1512604,89.37000275
33.69749832,45.19292068,145.7486267,90.83999634
33.98749924,44.90591812,146.8890381,90.54000092
35.1534996,45.75794601,147.7579498,92.88999939
35.66149902,45.78485489,145.983963,90.01999664
35.89649963,46.19740295,144.24617,87.73999786
35.49599838,45.8117485,142.7889252,87.87999725
35.53300095,46.48441315,143.5401459,89.12000275
34.76350021,45.61738968,143.630722,88.62999725
34.87250137,45.88833237,144.3547821,90.5
34.92599869,45.44580078,144.0108032,89.55000305
35.13999939,45.71673584,146.2917023,92.48999786
34.83750153,45.18388748,146.6628113,94.88999939
35.20999908,46.59276962,148.7807312,97.88999939
35.41749954,47.07144928,148.63591,100.1999969
35.74549866,46.86372375,147.8937225,102.8099976
35.61199951,47.25207901,148.8621826,103.3000031
36.13949966,47.86621094,149.3147278,102.5699997
35.97200012,47.73072815,149.0703735,101.5100021
36.41199875,47.39657593,149.1608887,101.25
36.27700043,46.77341461,148.2738495,99.58999634
36.33649826,47.08048248,147.7760468,100.7399979
36.18700027,47.05337906,149.1880188,99.88999939
36.33200073,46.9991951,149.1156006,97.86000061
36.38249969,46.61988068,148.5363312,97.08999634
35.89550018,46.49343872,145.6038055,93.75
35.76200104,45.28323746,145.2055511,93.84999847
35.96500015,45.00326538,144.9514923,94.12000275
35.71300125,44.87682724,144.8698578,94.29000092
35.87549973,45.50902176,146.8751373,95.44000244
35.31949997,45.2742157,147.2199097,94.44999695
35.70050049,45.22001648,149.2342682,93.80000305
35.79100037,46.23152542,148.7624207,90.98999786
35.52999878,46.05090332,142.0116272,90.01000214
36.10400009,46.88179398,143.2638245,91.66000366
34.94800186,45.00326538,136.6219025,88.44000244
34.56800079,43.73886871,132.5932312,85.33000183
35.39749908,44.6510582,134.3807068,87.97000122
35.77999878,45.64448929,136.3406067,91.05999756
35.78099823,46.21346283,137.7197723,91.48000336
36.2840004,46.2044487,139.588974,96.66999817
36.40499878,46.21346283,138.0736694,97.91000366
36.88050079,46.40312195,137.4203644,94.59999847
36.82849884,46.40312195,138.4638672,95.09999847
37.29050064,47.23401642,141.7485352,97.05999756
37.68899918,47.49591827,142.5560608,94.66999817
37.41049957,48.05585861,145.1329498,95.97000122
37.13150024,48.32680511,145.5594025,96.43000031
37.06000137,48.53453064,146.5393677,98.01999664
36.77199936,48.49840546,145.7137146,98.38999939
36.80350113,48.73322296,145.8679352,98.80999756
36.99750137,47.94749451,144.8879547,85.83999634
37.2859993,50.49433136,145.2418518,87.91000366
37.2215004,50.39497375,143.7356262,85.98999786
37.24300003,51.09040451,145.8769989,85.88999939
36.98049927,51.23490524,145.3870544,87.66000366
36.77949905,51.26199341,146.5393677,91.41000366
36.83349991,50.74720001,146.0040588,92.04000092
37.63050079,50.76527023,146.4940186,91.65000153
37.94049835,51.18974686,146.902359,91.25
38.38700104,51.09943008,146.6845398,94.37000275
38.02899933,51.09943008,144.4342804,93.55999756
37.73199844,51.45166016,145.7318268,93.09999847
38.03850174,51.83096695,145.0149994,93.44000244
38.29899979,52.34576035,147.8187408,97.02999878
38.32799911,52.43607712,148.5355988,95.11000061
38.41550064,52.56251144,149.1072083,93.98999786
38.4280014,52.39994812,149.3975983,93.93000031
38.56200027,52.6528244,150.4319763,95.88999939
38.62799835,52.32769775,150.1688538,96.58999634
38.42449951,52.49026108,150.9854431,95.30999756
38.20199966,52.19945145,151.2849121,95.12000275
38.23149872,52.30850983,151.030838,96.37000275
38.22299957,52.34486008,151.7022858,96.16000366
37.8655014,52.36303329,153.0089111,95.87000275
37.97399902,52.40846634,152.3374786,95.26000214
38.12250137,52.60840225,152.9726105,95.94000244
37.86249924,52.66291809,152.6459808,95.18000031
37.96099854,52.86286163,150.1960754,97.31999969
38.45000076,52.73562241,149.6697845,97.58000183
38.5644989,52.79924011,149.8694458,97.30000305
38.37900162,52.60840225,149.6516571,97.44999695
38.45800018,52.21763611,149.6516571,97.44999695
38.53099823,52.33576202,150.2958374,97.37999725
38.62200165,52.40846634,150.1598053,97.37999725
39.44350052,52.35394669,149.5609283,100.0899963
39.22399902,52.39937973,149.8966675,99.15000153
39.20299911,52.19036102,150.4423523,99.66000366
38.00699997,51.08167267,146.303894,96.5
38.57450104,51.84503937,148.4958954,99.05000305
38.05049896,51.37247849,145.8490906,96.08999634
38.05450058,51.12710953,145.0304565,97.01000214
38.48450089,51.97225571,145.5943756,97.33999634
38.92599869,52.02679443,144.5211182,99.48000336
38.75500107,51.73598862,146.6767578,98.05999756
39.01100159,51.6269455,147.9411011,98.25
39.48699951,52.49026108,158.1372986,94.87999725
40.23500061,52.54478836,157.9554443,95.83000183
40.28749847,52.19036102,158.6193848,95.94000244
39.95800018,51.70872498,159.4835052,94.55999756
40.80550003,52.66291809,161.2662506,97.06999969
41.43600082,52.73562241,159.5835419,97.48000336
41.45249939,52.1631012,159.2833862,96.66999817
41.8655014,52.34486008,158.8831329,98.55000305
41.8370018,52.18127823,158.5375214,102.6299973
41.70149994,52.01770782,157.9008026,102.3399963
42.2179985,52.38121033,158.5011292,106.2799988
42.08300018,52.47209167,157.4369354,105.0699997
41.9715004,52.52661896,157.364212,104.8199997
42.08549881,52.74471664,158.4556427,103.3300018
41.54999924,51.97225571,158.3374481,100.5899963
41.70449829,51.89956284,157.8462982,99.5
41.4640007,51.72689438,155.4904785,100.2300034
41.14799881,52.18127823,155.517807,101.4700012
40.64749908,51.99953461,155.3904266,99.80000305
40.88249969,52.39937973,155.299469,118.7900009
40.8844986,52.28124237,155.0448151,121.8700027
40.51599884,52.02679443,154.3535461,123.3499985
40.94950104,54.2169075,154.8083038,127.5
41.90449905,55.43466187,156.51828,127.3300018
41.75899887,55.42556763,156.3818817,126.5100021
41.12950134,55.09841537,157.8917389,126.9700012
40.91799927,54.61676407,158.6284485,126.4700012
38.81600189,54.40775299,158.4920044,126.5699997
39.49100113,54.45318604,158.5557251,124.8700027
39.27050018,54.34414291,156.0180054,123.3000031
38.27799988,54.00790405,156.791153,122.3399963
38.35150146,53.80797195,157.9463196,122.1399994
37.75249863,53.35359192,158.9923401,122.0299988
39.24649811,54.90757751,163.7402496,124.5800018
39.38750076,54.95301819,164.9136047,124.3399963
38.59400177,54.68038177,164.7862396,122.1900024
37.11899948,53.34450912,166.969223,115.4199982
36.95050049,53.63529968,167.0783539,114.7799988
35.95349884,52.81741333,169.3249817,113.3799973
37.16199875,53.86040497,168.6246033,113.5899963
37.32450104,54.57402802,167.1966705,115.1900024
37.81999969,55.47977829,168.3426208,115.0299988
38.00799942,55.21445465,170.3527985,115.2099991
39,55.68106079,171.1350098,117.9599991
39.26649857,55.91893768,171.0713654,118.0400009
39.00600052,55.26021194,172.9268799,117.6900024
39.01850128,55.37913895,174.2093506,117.4100037
38.33850098,55.45233917,172.844986,116.9300003
38.12599945,55.89149475,173.1088104,117.5100021
37.5284996,55.13211441,174.3367157,117
37.18249893,54.162323,174.8096619,117.2200012
37.01699829,54.20807648,175.3645172,120.8099976
37.9679985,55.09553146,176.9107513,119.1600037
38.23600006,54.84850693,175.8466034,124.5699997
38.52099991,56.14766693,178.7481079,125.3899994
38.36650085,55.81829453,179.6139832,123.2399979
38.43299866,56.69661331,179.1856232,122.8799973
38.00600052,56.87958908,180.1334686,122.8300018
38.71699905,57.62065887,183.2140961,123.7799988
38.44100189,57.34618759,180.3887024,123.4400024
38.04999924,57.25469589,180.3887024,125
37.88850021,56.99851608,179.0762329,124.2200012
38.29999924,58.20619583,180.1152191,125.4499969
38.56100082,58.13301086,181.1360474,125.1200027
38.52999878,58.13301086,175.102417,126.5
38.31700134,58.14214706,173.9813995,125.5800018
38.02949905,57.85853195,174.8654785,125.5899963
38.56999969,57.89513016,173.6714783,128.3500061
38.60649872,57.6298027,171.7574921,125.8899994
38.25749969,57.54746628,170.3903961,125.3300018
37.49349976,56.85215378,169.7068176,123.8000031
37.68349838,57.25469589,171.0739288,127.4899979
37.85900116,56.99851608,171.9944916,129.4100037
39.02249908,56.99851608,171.7210083,131.8099976
39.79949951,57.49257278,173.398056,131.0700073
39.84600067,57.30960083,172.8876953,130.9499969
39.79499817,57.29129028,171.7301941,129.8899994
